YEAR,MONTH,DAY,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_ARRIVAL,CANCELLATION_REASON,AIRLINE_DELAY
2015,03,02,LGA,ATL,0915,Weather,
2015,03,02,EWR,ATL,0919,Weather,
2015,03,02,BWI,ATL,0835,Weather,
2015,03,02,LGA,ATL,0936,Weather,
2015,03,02,HPN,ATL,0947,Weather,
2015,03,02,GPT,ATL,1232,Weather,
2015,03,02,GPT,ATL,1534,Weather,
2015,03,02,GPT,ATL,1717,Weather,
2015,03,02,VPS,ATL,1820,Weather,
2015,03,02,GPT,ATL,2054,Weather,
2015,03,03,PNS,ATL,0808,Weather,
2015,03,03,BTR,ATL,0857,Weather,
2015,03,03,PNS,ATL,0929,Weather,
2015,03,03,BTR,ATL,0957,Weather,
2015,03,03,MDW,ATL,1100,Weather,
2015,03,03,DCA,ATL,1805,Weather,
2015,03,03,PHL,ATL,1842,Weather,
2015,03,03,DCA,ATL,2000,Weather,
2015,03,03,PHL,ATL,2049,Weather,
2015,03,03,LGA,ATL,2147,Weather,
2015,03,04,CID,ATL,0905,Weather,
2015,03,04,EWN,ATL,0732,Weather,
2015,03,04,LGA,ATL,0915,Weather,
2015,03,04,AGS,ATL,0725,Weather,
2015,03,04,OKC,ATL,0950,Weather,
2015,03,04,LGA,ATL,0936,Weather,
2015,03,04,EWR,ATL,1103,Weather,
2015,03,04,LGA,ATL,1142,Weather,
2015,03,04,OKC,ATL,1304,Weather,
2015,03,04,ASE,ATL,1751,Weather,
2015,03,04,DFW,ATL,1713,Weather,
2015,03,04,DFW,ATL,1932,Weather,
2015,03,04,EVV,ATL,1955,Weather,
2015,03,04,DFW,ATL,2114,Weather,
2015,03,04,DFW,ATL,2244,Weather,
2015,03,05,VPS,ATL,0728,Weather,
2015,03,05,SHV,ATL,0808,Weather,
2015,03,05,LIT,ATL,0829,Weather,
2015,03,05,MEM,ATL,0815,Weather,
2015,03,05,SDF,ATL,0723,Weather,
2015,03,05,DCA,ATL,0810,Weather,
2015,03,05,PHF,ATL,0751,Weather,
2015,03,05,MLU,ATL,0827,Weather,
2015,03,05,PHL,ATL,0835,Weather,
2015,03,05,LEX,ATL,0735,Weather,
2015,03,05,PHL,ATL,0830,Weather,
2015,03,05,LGA,ATL,0915,Weather,
2015,03,05,EWR,ATL,0916,Weather,
2015,03,05,DAL,ATL,0930,Weather,
2015,03,05,GRK,ATL,0936,Weather,
2015,03,05,AUS,ATL,0950,Weather,
2015,03,05,OKC,ATL,0950,Weather,
2015,03,05,GTR,ATL,0857,Weather,
2015,03,05,DCA,ATL,0857,Weather,
2015,03,05,DFW,ATL,1000,Weather,
2015,03,05,LGA,ATL,0942,Weather,
2015,03,05,LEX,ATL,0900,Weather,
2015,03,05,IAD,ATL,0927,Weather,
2015,03,05,PHL,ATL,0950,Weather,
2015,03,05,EWR,ATL,0957,Weather,
2015,03,05,DFW,ATL,1033,Weather,
2015,03,05,SHV,ATL,1015,Weather,
2015,03,05,PHL,ATL,1019,Weather,
2015,03,05,LGA,ATL,1038,Weather,
2015,03,05,EWR,ATL,1032,Weather,
2015,03,05,HSV,ATL,1009,Weather,
2015,03,05,DFW,ATL,1127,Weather,
2015,03,05,PHL,ATL,1048,Weather,
2015,03,05,BWI,ATL,1055,Weather,
2015,03,05,JAN,ATL,1129,Weather,
2015,03,05,BNA,ATL,1119,Weather,
2015,03,05,HSV,ATL,1103,Weather,
2015,03,05,LGA,ATL,1215,Weather,
2015,03,05,DFW,ATL,1305,Weather,
2015,03,05,BTR,ATL,1234,Weather,
2015,03,05,SDF,ATL,1130,Weather,
2015,03,05,GTR,ATL,1221,Weather,
2015,03,05,HPN,ATL,1241,Weather,
2015,03,05,BNA,ATL,1254,Weather,
2015,03,05,AEX,ATL,1335,Weather,
2015,03,05,DCA,ATL,1253,Weather,
2015,03,05,MLU,ATL,1337,Weather,
2015,03,05,SHV,ATL,1408,Weather,
2015,03,05,CRW,ATL,1259,Weather,
2015,03,05,PHL,ATL,1357,Weather,
2015,03,05,JAN,ATL,1410,Weather,
2015,03,05,LGA,ATL,1440,Weather,
2015,03,05,LGA,ATL,1450,Weather,
2015,03,05,ABE,ATL,1410,Weather,
2015,03,05,DCA,ATL,1415,Weather,
2015,03,05,HPN,ATL,1452,Weather,
2015,03,05,BWI,ATL,1500,Weather,
2015,03,05,CAE,ATL,1409,Weather,
2015,03,05,LGA,ATL,1554,Weather,
2015,03,05,PHF,ATL,1535,Weather,
2015,03,05,ROA,ATL,1523,Weather,
2015,03,05,AEX,ATL,1645,Weather,
2015,03,05,DFW,ATL,1709,Weather,
2015,03,05,CRW,ATL,1533,Weather,
2015,03,05,LGA,ATL,1815,Weather,
2015,03,05,HPN,ATL,1751,Weather,
2015,03,05,EWR,ATL,1758,Weather,
2015,03,05,PHF,ATL,1739,Weather,
2015,03,05,PHL,ATL,1810,Weather,
2015,03,05,PHL,ATL,1842,Weather,
2015,03,05,RIC,ATL,1818,Weather,
2015,03,05,EWR,ATL,1918,Weather,
2015,03,05,ROA,ATL,1812,Weather,
2015,03,05,DCA,ATL,1859,Weather,
2015,03,05,HPN,ATL,1928,Weather,
2015,03,05,AEX,ATL,1955,Weather,
2015,03,05,CHO,ATL,1903,Weather,
2015,03,05,LGA,ATL,2047,Weather,
2015,03,05,LGA,ATL,2120,Weather,
2015,03,05,LGA,ATL,2145,Weather,
2015,03,05,BWI,ATL,2104,Weather,
2015,03,05,HPN,ATL,2122,Weather,
2015,03,05,BWI,ATL,2105,Weather,
2015,03,05,LGA,ATL,2147,Weather,
2015,03,05,PHL,ATL,2145,Weather,
2015,03,05,PHF,ATL,2104,Weather,
2015,03,05,ROA,ATL,2059,Weather,
2015,03,05,LGA,ATL,2243,Weather,
2015,03,05,BWI,ATL,2210,Weather,
2015,03,05,DCA,ATL,2305,Weather,
2015,03,06,AEX,ATL,0824,Weather,
2015,03,06,LGA,ATL,0833,Weather,
2015,03,06,CAK,ATL,0805,Weather,
2015,03,06,PHL,ATL,0835,Weather,
2015,03,06,PHL,ATL,0831,Weather,
2015,03,06,LGA,ATL,0915,Weather,
2015,03,06,DCA,ATL,0858,Weather,
2015,03,06,LGA,ATL,0942,Weather,
2015,03,06,LGA,ATL,0936,Weather,
2015,03,06,LGA,ATL,1038,Weather,
2015,03,06,LGA,ATL,1238,Weather,
2015,03,07,LGA,ATL,0936,Weather,
2015,03,10,MDW,ATL,1300,Weather,
2015,03,11,CAK,ATL,0745,Weather,
2015,03,11,AVP,ATL,0813,Weather,
2015,03,11,FWA,ATL,0941,Weather,
2015,03,11,LEX,ATL,1032,Weather,
2015,03,11,PNS,ATL,1120,Weather,
2015,03,11,MDW,ATL,1300,Weather,
2015,03,12,VPS,ATL,1645,Weather,
2015,03,15,HPN,ATL,0947,Weather,
2015,03,20,DCA,ATL,0800,Weather,
2015,03,20,LGA,ATL,1205,Weather,
2015,03,20,EWR,ATL,1623,Weather,
2015,03,20,BWI,ATL,1555,Weather,
2015,03,20,EWR,ATL,1758,Weather,
2015,03,20,ABE,ATL,1808,Weather,
2015,03,20,PHL,ATL,1940,Weather,
2015,03,20,LGA,ATL,2025,Weather,
2015,03,20,JFK,ATL,2031,Weather,
2015,03,20,LGA,ATL,2147,Weather,
2015,03,20,EWR,ATL,2351,Weather,
2015,03,21,HPN,ATL,0945,Weather,
2015,03,23,MDW,ATL,1445,Weather,
2015,03,23,ORD,ATL,1623,Weather,
2015,03,23,ORD,ATL,2015,Weather,
2015,03,23,MDW,ATL,0015,Weather,
2015,04,08,BMI,ATL,0853,Weather,
2015,04,09,ORD,ATL,1323,Weather,
2015,04,09,ORD,ATL,1354,Weather,
2015,04,09,ORD,ATL,1509,Weather,
2015,04,09,ORD,ATL,2039,Weather,
2015,04,09,MDW,ATL,2110,Weather,
2015,04,09,ORD,ATL,2359,Weather,
2015,04,10,VPS,ATL,1641,Weather,
2015,04,10,HSV,ATL,1744,Weather,
2015,04,10,MSN,ATL,1956,Weather,
2015,04,10,PHF,ATL,1846,Weather,
2015,04,10,TUL,ATL,2044,Weather,
2015,04,11,ILM,ATL,0730,Weather,
2015,04,11,CID,ATL,0858,Weather,
2015,04,11,CSG,ATL,0727,Weather,
2015,04,11,FWA,ATL,0949,Weather,
2015,04,11,AZO,ATL,1014,Weather,
2015,04,13,DFW,ATL,1346,Weather,
2015,04,16,IAH,ATL,2214,Weather,
2015,04,18,AVL,ATL,1124,Weather,
2015,04,20,LGA,ATL,1440,Weather,
2015,04,20,LGA,ATL,2203,Weather,
2015,04,20,BWI,ATL,2220,Weather,
2015,04,21,HPN,ATL,0817,Weather,
2015,04,21,LGA,ATL,0840,Weather,
2015,04,25,SHV,ATL,1010,Weather,
2015,04,27,MSY,ATL,1450,Weather,
2015,05,06,MDW,ATL,0945,Weather,
2015,05,06,MDW,ATL,1030,Weather,
2015,05,07,LNK,ATL,0939,Weather,
2015,05,09,DFW,ATL,1654,Weather,
2015,05,10,DFW,ATL,1346,Weather,
2015,05,10,DFW,ATL,1508,Weather,
2015,05,10,DFW,ATL,1836,Weather,
2015,05,10,DFW,ATL,2213,Weather,
2015,05,11,DFW,ATL,1030,Weather,
2015,05,11,ACY,ATL,1235,Weather,
2015,05,18,LGA,ATL,1210,Weather,
2015,05,18,BMI,ATL,1846,Weather,
2015,05,18,PHF,ATL,1910,Weather,
2015,05,18,CLT,ATL,2338,Weather,
2015,05,25,BTR,ATL,1958,Weather,
2015,05,25,XNA,ATL,2057,Weather,
2015,05,25,ILM,ATL,1954,Weather,
2015,05,25,TYS,ATL,1953,Weather,
2015,05,25,DFW,ATL,2213,Weather,
2015,05,25,IAH,ATL,2231,Weather,
2015,05,25,HOU,ATL,2245,Weather,
2015,05,25,LAS,ATL,0637,Weather,
2015,05,26,GSP,ATL,0754,Weather,
2015,05,26,DCA,ATL,1555,Weather,
2015,05,26,HSV,ATL,1612,Weather,
2015,05,26,BHM,ATL,1815,Weather,
2015,05,26,MGM,ATL,1909,Weather,
2015,05,26,VPS,ATL,1947,Weather,
2015,05,26,BNA,ATL,1936,Weather,
2015,05,26,SBN,ATL,1934,Weather,
2015,05,26,FNT,ATL,2000,Weather,
2015,05,26,FWA,ATL,1943,Weather,
2015,05,26,TUL,ATL,2044,Weather,
2015,05,26,FAY,ATL,1921,Weather,
2015,05,26,MDW,ATL,2104,Weather,
2015,05,26,MOB,ATL,2021,Weather,
2015,05,26,HSV,ATL,2019,Weather,
2015,05,26,XNA,ATL,2057,Weather,
2015,05,26,SDF,ATL,1953,Weather,
2015,05,26,SAV,ATL,1942,Weather,
2015,05,26,AUS,ATL,2129,Weather,
2015,05,26,GSO,ATL,1957,Weather,
2015,05,26,STL,ATL,2104,Weather,
2015,05,26,MSY,ATL,2104,Weather,
2015,05,26,JAN,ATL,2057,Weather,
2015,05,26,GSP,ATL,1927,Weather,
2015,05,26,CHS,ATL,1957,Weather,
2015,05,26,MEM,ATL,2104,Weather,
2015,05,26,CLE,ATL,2037,Weather,
2015,05,26,TPA,ATL,2028,Weather,
2015,05,26,AGS,ATL,1944,Weather,
2015,05,26,TYS,ATL,1953,Weather,
2015,05,26,CMH,ATL,2044,Weather,
2015,05,26,PBI,ATL,2059,Weather,
2015,05,26,RSW,ATL,2104,Weather,
2015,05,26,IAD,ATL,2105,Weather,
2015,05,26,ORD,ATL,2216,Weather,
2015,05,26,MSY,ATL,2141,Weather,
2015,05,26,IAH,ATL,2215,Weather,
2015,05,26,MGM,ATL,2105,Weather,
2015,05,26,PIT,ATL,2104,Weather,
2015,05,26,RIC,ATL,2105,Weather,
2015,05,26,MCO,ATL,2059,Weather,
2015,05,26,IND,ATL,2103,Weather,
2015,05,26,EWR,ATL,2203,Weather,
2015,05,26,PHL,ATL,2159,Weather,
2015,05,26,GNV,ATL,2045,Weather,
2015,05,26,SDF,ATL,2105,Weather,
2015,05,26,MOB,ATL,2154,Weather,
2015,05,26,RDU,ATL,2118,Weather,
2015,05,26,CLT,ATL,2105,Weather,
2015,05,26,DFW,ATL,2251,Weather,
2015,05,26,JAX,ATL,2105,Weather,
2015,05,26,FLL,ATL,2145,Weather,
2015,05,26,TLH,ATL,2118,Weather,
2015,05,26,ORF,ATL,2151,Weather,
2015,05,26,LGA,ATL,2238,Weather,
2015,05,26,BWI,ATL,2209,Weather,
2015,05,26,MIA,ATL,2214,Weather,
2015,05,26,DFW,ATL,2337,Weather,
2015,05,26,MCO,ATL,2213,Weather,
2015,05,26,LGA,ATL,2326,Weather,
2015,05,26,DAL,ATL,0030,Weather,
2015,05,26,LAS,ATL,0637,Weather,
2015,05,27,DCA,ATL,0746,Weather,
2015,05,27,HPN,ATL,0818,Weather,
2015,05,27,CLE,ATL,0750,Weather,
2015,05,27,CRW,ATL,0814,Weather,
2015,05,27,MDW,ATL,0954,Weather,
2015,05,27,MEM,ATL,0919,Weather,
2015,05,27,CHS,ATL,0843,Weather,
2015,05,27,MSY,ATL,1450,Weather,
2015,05,27,BWI,ATL,2035,Weather,
2015,05,27,DTW,ATL,2043,Weather,
2015,05,30,ORD,ATL,1748,Weather,
2015,05,31,IAH,ATL,2223,Weather,
2015,06,01,DCA,ATL,1800,Weather,
2015,06,01,CMH,ATL,1940,Weather,
2015,06,01,BWI,ATL,2035,Weather,
2015,06,01,DCA,ATL,2125,Weather,
2015,06,01,BWI,ATL,2220,Weather,
2015,06,01,DCA,ATL,2245,Weather,
2015,06,01,MCO,ATL,2340,Weather,
2015,06,07,ORD,ATL,1639,Weather,
2015,06,08,RST,ATL,1806,Weather,
2015,06,08,MDW,ATL,2300,Weather,
2015,06,08,BWI,ATL,2345,Weather,
2015,06,09,DAL,ATL,1908,Weather,
2015,06,09,GTR,ATL,1814,Weather,
2015,06,09,RIC,ATL,1820,Weather,
2015,06,09,MOB,ATL,1959,Weather,
2015,06,09,DHN,ATL,1959,Weather,
2015,06,09,CAE,ATL,1927,Weather,
2015,06,09,MSY,ATL,2050,Weather,
2015,06,09,SAV,ATL,1944,Weather,
2015,06,09,CHS,ATL,1954,Weather,
2015,06,09,AUS,ATL,2152,Weather,
2015,06,09,BHM,ATL,2054,Weather,
2015,06,09,AGS,ATL,1959,Weather,
2015,06,09,BWI,ATL,2119,Weather,
2015,06,09,MSY,ATL,2139,Weather,
2015,06,09,AVL,ATL,2049,Weather,
2015,06,09,TPA,ATL,2124,Weather,
2015,06,09,CMH,ATL,2139,Weather,
2015,06,09,TLH,ATL,2109,Weather,
2015,06,09,MOB,ATL,2213,Weather,
2015,06,09,DCA,ATL,2156,Weather,
2015,06,09,LEX,ATL,2125,Weather,
2015,06,09,MIA,ATL,2228,Weather,
2015,06,09,ORF,ATL,2213,Weather,
2015,06,09,DCA,ATL,2250,Weather,
2015,06,09,LGA,ATL,2326,Weather,
2015,06,09,SMF,ATL,0650,Weather,
2015,06,10,ORF,ATL,0709,Weather,
2015,06,10,ABY,ATL,0650,Weather,
2015,06,10,CHA,ATL,0641,Weather,
2015,06,10,BQK,ATL,0722,Weather,
2015,06,10,TLH,ATL,0808,Weather,
2015,06,10,LIT,ATL,0944,Weather,
2015,06,10,BTR,ATL,1002,Weather,
2015,06,10,CHS,ATL,0857,Weather,
2015,06,10,CAK,ATL,0948,Weather,
2015,06,10,BNA,ATL,1012,Weather,
2015,06,10,BWI,ATL,0950,Weather,
2015,06,10,DCA,ATL,0948,Weather,
2015,06,10,PIT,ATL,0950,Weather,
2015,06,10,SAV,ATL,0943,Weather,
2015,06,10,CAE,ATL,0937,Weather,
2015,06,10,MDW,ATL,2300,Weather,
2015,06,11,MDW,ATL,2300,Weather,
2015,06,11,MDW,ATL,0045,Weather,
2015,06,12,HPN,ATL,0810,Weather,
2015,06,12,BTR,ATL,1002,Weather,
2015,06,12,TPA,ATL,0925,Weather,
2015,06,13,TVC,ATL,1127,Weather,
2015,06,15,DFW,ATL,0939,Weather,
2015,06,15,HPN,ATL,1240,Weather,
2015,06,15,HPN,ATL,1446,Weather,
2015,06,15,ORD,ATL,1639,Weather,
2015,06,15,ORD,ATL,1740,Weather,
2015,06,15,HPN,ATL,1731,Weather,
2015,06,15,LGA,ATL,1845,Weather,
2015,06,15,HPN,ATL,1948,Weather,
2015,06,15,ORD,ATL,2045,Weather,
2015,06,15,IAH,ATL,2049,Weather,
2015,06,15,HPN,ATL,2118,Weather,
2015,06,15,MDW,ATL,2300,Weather,
2015,06,15,DCA,ATL,2250,Weather,
2015,06,15,EWR,ATL,2348,Weather,
2015,06,16,HPN,ATL,0810,Weather,
2015,06,16,HPN,ATL,0932,Weather,
2015,06,16,FLL,ATL,0922,Weather,
2015,06,16,HPN,ATL,1240,Weather,
2015,06,16,HOU,ATL,1855,Weather,
2015,06,16,EWR,ATL,1922,Weather,
2015,06,16,ORD,ATL,2045,Weather,
2015,06,16,HOU,ATL,2305,Weather,
2015,06,17,HOU,ATL,0900,Weather,
2015,06,17,CLE,ATL,0750,Weather,
2015,06,18,FLL,ATL,0922,Weather,
2015,06,18,BQK,ATL,1743,Weather,
2015,06,18,DHN,ATL,1959,Weather,
2015,06,18,MGM,ATL,2032,Weather,
2015,06,18,CAE,ATL,2105,Weather,
2015,06,18,GNV,ATL,2116,Weather,
2015,06,18,LEX,ATL,2155,Weather,
2015,06,20,BWI,ATL,2155,Weather,
2015,06,21,MKE,ATL,0855,Weather,
2015,06,21,PBI,ATL,0745,Weather,
2015,06,21,RIC,ATL,0750,Weather,
2015,06,21,MDW,ATL,1010,Weather,
2015,06,21,TPA,ATL,0930,Weather,
2015,06,22,ORD,ATL,1259,Weather,
2015,06,22,ORD,ATL,2045,Weather,
2015,06,23,EWR,ATL,1922,Weather,
2015,06,23,BWI,ATL,2025,Weather,
2015,06,23,EWR,ATL,0004,Weather,
2015,06,24,AEX,ATL,1641,Weather,
2015,06,24,DFW,ATL,1907,Weather,
2015,06,24,LGA,ATL,1845,Weather,
2015,06,24,BHM,ATL,1824,Weather,
2015,06,24,CVG,ATL,1753,Weather,
2015,06,24,PIT,ATL,1823,Weather,
2015,06,24,GSO,ATL,1830,Weather,
2015,06,24,ORD,ATL,2045,Weather,
2015,06,24,TPA,ATL,1923,Weather,
2015,06,24,ORF,ATL,1958,Weather,
2015,06,24,HSV,ATL,2032,Weather,
2015,06,24,GSO,ATL,2002,Weather,
2015,06,24,MCO,ATL,2020,Weather,
2015,06,24,CVG,ATL,2017,Weather,
2015,06,24,JAN,ATL,2115,Weather,
2015,06,24,BHM,ATL,2054,Weather,
2015,06,24,PNS,ATL,2120,Weather,
2015,06,24,IAH,ATL,2214,Weather,
2015,06,24,MIA,ATL,2115,Weather,
2015,06,24,MSY,ATL,2139,Weather,
2015,06,24,ORD,ATL,2215,Weather,
2015,06,24,RIC,ATL,2106,Weather,
2015,06,24,TPA,ATL,2048,Weather,
2015,06,24,LGA,ATL,2213,Weather,
2015,06,24,TPA,ATL,2124,Weather,
2015,06,24,SAV,ATL,2105,Weather,
2015,06,24,ROA,ATL,2116,Weather,
2015,06,24,DFW,ATL,2302,Weather,
2015,06,24,JAX,ATL,2119,Weather,
2015,06,24,DCA,ATL,2156,Weather,
2015,06,24,ORF,ATL,2213,Weather,
2015,06,24,MCO,ATL,2207,Weather,
2015,06,24,LAS,ATL,0623,Weather,
2015,06,25,DHN,ATL,0727,Weather,
2015,06,25,AVP,ATL,0800,Weather,
2015,06,25,LNK,ATL,0915,Weather,
2015,06,25,ABY,ATL,0650,Weather,
2015,06,25,GRB,ATL,0904,Weather,
2015,06,25,OAJ,ATL,0724,Weather,
2015,06,25,BMI,ATL,0841,Weather,
2015,06,25,FSD,ATL,0937,Weather,
2015,06,25,BTV,ATL,0905,Weather,
2015,06,25,PHF,ATL,0807,Weather,
2015,06,25,GRK,ATL,0940,Weather,
2015,06,25,CHS,ATL,0735,Weather,
2015,06,25,EYW,ATL,0856,Weather,
2015,06,25,LGA,ATL,0925,Weather,
2015,06,25,RDU,ATL,0849,Weather,
2015,06,25,DAB,ATL,0856,Weather,
2015,06,25,SAT,ATL,1103,Weather,
2015,06,25,SNA,ATL,1535,Weather,
2015,06,25,GSP,ATL,0937,Weather,
2015,06,25,MCO,ATL,2130,Weather,
2015,06,25,MCO,ATL,2240,Weather,
2015,06,25,BWI,ATL,2345,Weather,
2015,06,26,BWI,ATL,0805,Weather,
2015,06,27,BWI,ATL,2155,Weather,
2015,06,28,CLT,ATL,2341,Weather,
2015,07,01,IAH,ATL,1552,Weather,
2015,07,03,CLT,ATL,0914,Weather,
2015,07,06,DCA,ATL,2125,Weather,
2015,07,07,FWA,ATL,1308,Weather,
2015,07,07,CHO,ATL,1400,Weather,
2015,07,07,CHO,ATL,1834,Weather,
2015,07,13,ORD,ATL,1635,Weather,
2015,07,13,ORD,ATL,1642,Weather,
2015,07,14,FWA,ATL,0817,Weather,
2015,07,14,CHO,ATL,1834,Weather,
2015,07,14,BWI,ATL,2345,Weather,
2015,07,15,HPN,ATL,0810,Weather,
2015,07,15,AVP,ATL,0800,Weather,
2015,07,30,LGA,ATL,1857,Weather,
2015,08,01,MLU,ATL,0830,Weather,
2015,08,03,ORD,ATL,1111,Weather,
2015,08,06,LEX,ATL,1807,Weather,
2015,08,06,CSG,ATL,1819,Weather,
2015,08,06,MYR,ATL,1911,Weather,
2015,08,06,LGA,ATL,2232,Weather,
2015,08,10,CLT,ATL,1710,Weather,
2015,08,10,EVV,ATL,2005,Weather,
2015,08,10,LEX,ATL,1949,Weather,
2015,08,10,MIA,ATL,2029,Weather,
2015,08,10,AVL,ATL,2114,Weather,
2015,08,11,ROA,ATL,0842,Weather,
2015,08,11,HOU,ATL,2300,Weather,
2015,08,15,TYS,ATL,1737,Weather,
2015,08,17,CSG,ATL,1819,Weather,
2015,08,17,LGA,ATL,2232,Weather,
2015,08,18,LNK,ATL,0914,Weather,
2015,08,18,AEX,ATL,0853,Weather,
2015,08,18,TRI,ATL,0718,Weather,
2015,08,18,FAY,ATL,1956,Weather,
2015,08,18,GSP,ATL,1938,Weather,
2015,08,18,ROA,ATL,2115,Weather,
2015,08,18,ORD,ATL,2359,Weather,
2015,08,19,CLT,ATL,1858,Weather,
2015,08,19,CLT,ATL,2140,Weather,
2015,08,20,PHX,ATL,1555,Weather,
2015,08,20,EWR,ATL,1639,Weather,
2015,09,03,EVV,ATL,1945,Weather,
2015,09,03,DHN,ATL,1953,Weather,
2015,09,03,ILM,ATL,1925,Weather,
2015,09,03,PHF,ATL,1945,Weather,
2015,09,03,AGS,ATL,1946,Weather,
2015,09,03,TLH,ATL,2103,Weather,
2015,11,02,DFW,ATL,2131,Weather,
2015,11,03,AUS,ATL,0915,Weather,
2015,11,04,LAS,ATL,1235,Weather,
2015,11,05,IAH,ATL,2213,Weather,
2015,11,06,HPN,ATL,0821,Weather,
2015,11,06,PHF,ATL,0750,Weather,
2015,11,07,BQK,ATL,0722,Weather,
2015,11,11,MCO,ATL,0940,Weather,
2015,11,11,MDW,ATL,1425,Weather,
2015,11,11,ORD,ATL,0044,Weather,
2015,11,17,DEN,ATL,1140,Weather,
2015,11,17,HOU,ATL,1300,Weather,
2015,11,18,CRW,ATL,1304,Weather,
2015,11,18,MOB,ATL,1359,Weather,
2015,11,18,ORD,ATL,1514,Weather,
2015,11,18,CRW,ATL,1534,Weather,
2015,11,18,MOB,ATL,1804,Weather,
2015,11,18,CLT,ATL,1710,Weather,
2015,11,18,TRI,ATL,1919,Weather,
2015,11,18,MGM,ATL,2052,Weather,
2015,11,18,GNV,ATL,2040,Weather,
2015,11,18,LEX,ATL,2116,Weather,
2015,11,18,TLH,ATL,2115,Weather,
2015,11,19,BTR,ATL,0900,Weather,
2015,11,19,CAE,ATL,0943,Weather,
2015,11,19,LGA,ATL,1715,Weather,
2015,11,20,ORD,ATL,2352,Weather,
2015,11,21,CID,ATL,0908,Weather,
2015,11,21,MDW,ATL,1500,Weather,
2015,11,21,ORD,ATL,1514,Weather,
2015,11,21,MDW,ATL,1940,Weather,
2015,11,21,ORD,ATL,2136,Weather,
2015,11,22,ORD,ATL,1109,Weather,
2015,11,30,AVL,ATL,1130,Weather,
2015,11,30,AVL,ATL,1534,Weather,
2015,11,30,AVL,ATL,1817,Weather,
2015,11,30,AVL,ATL,2013,Weather,
2015,12,01,AVL,ATL,1607,Weather,
2015,12,01,AVL,ATL,1830,Weather,
2015,12,01,AVL,ATL,2048,Weather,
2015,12,01,ROA,ATL,2117,Weather,
2015,12,02,EWN,ATL,0735,Weather,
2015,12,02,MDW,ATL,0855,Weather,
2015,12,02,BQK,ATL,0727,Weather,
2015,12,02,MDW,ATL,1530,Weather,
2015,12,05,BMI,ATL,0846,Weather,
2015,12,07,PIA,ATL,1309,Weather,
2015,12,07,MDW,ATL,1530,Weather,
2015,12,07,MDW,ATL,2120,Weather,
2015,12,12,MDW,ATL,1940,Weather,
2015,12,12,MDW,ATL,2205,Weather,
2015,12,14,HPN,ATL,1247,Weather,
2015,12,14,HPN,ATL,1455,Weather,
2015,12,14,RST,ATL,1804,Weather,
2015,12,14,HPN,ATL,1732,Weather,
2015,12,15,HPN,ATL,0827,Weather,
2015,12,15,DEN,ATL,1140,Weather,
2015,12,15,DEN,ATL,2335,Weather,
2015,12,16,LAS,ATL,0705,Weather,
2015,12,18,HPN,ATL,0827,Weather,
2015,12,20,ASE,ATL,1928,Weather,
2015,12,22,ROA,ATL,1257,Weather,
2015,12,22,ROA,ATL,1530,Weather,
2015,12,22,ROA,ATL,1824,Weather,
2015,12,23,ROA,ATL,1257,Weather,
2015,12,23,ASE,ATL,1928,Weather,
2015,12,23,AGS,ATL,1827,Weather,
2015,12,24,DHN,ATL,0729,Weather,
2015,12,24,PHF,ATL,0753,Weather,
2015,12,24,BMI,ATL,0837,Weather,
2015,12,24,HPN,ATL,0928,Weather,
2015,12,24,GSP,ATL,0758,Weather,
2015,12,24,BTR,ATL,1004,Weather,
2015,12,24,MDW,ATL,1035,Weather,
2015,12,24,DCA,ATL,1100,Weather,
2015,12,24,MSP,ATL,1305,Weather,
2015,12,24,FLL,ATL,1135,Weather,
2015,12,24,MKE,ATL,1305,Weather,
2015,12,24,HOU,ATL,1300,Weather,
2015,12,24,GPT,ATL,1230,Weather,
2015,12,24,MCI,ATL,1310,Weather,
2015,12,24,GSP,ATL,1130,Weather,
2015,12,24,BOS,ATL,1355,Weather,
2015,12,24,TPA,ATL,1230,Weather,
2015,12,24,DTW,ATL,1305,Weather,
2015,12,24,RIC,ATL,1255,Weather,
2015,12,24,CHA,ATL,1153,Weather,
2015,12,24,DCA,ATL,1305,Weather,
2015,12,24,LFT,ATL,1357,Weather,
2015,12,24,ORD,ATL,1419,Weather,
2015,12,24,CMH,ATL,1300,Weather,
2015,12,24,STL,ATL,1401,Weather,
2015,12,24,ROA,ATL,1257,Weather,
2015,12,24,EVV,ATL,1352,Weather,
2015,12,24,MDW,ATL,1420,Weather,
2015,12,24,IND,ATL,1305,Weather,
2015,12,24,LEX,ATL,1256,Weather,
2015,12,24,RDU,ATL,1300,Weather,
2015,12,24,CRW,ATL,1305,Weather,
2015,12,24,JAX,ATL,1302,Weather,
2015,12,24,MEM,ATL,1420,Weather,
2015,12,24,VLD,ATL,1259,Weather,
2015,12,24,TRI,ATL,1305,Weather,
2015,12,24,BWI,ATL,1410,Weather,
2015,12,24,MDT,ATL,1420,Weather,
2015,12,24,PVD,ATL,1515,Weather,
2015,12,24,ORD,ATL,1512,Weather,
2015,12,24,RIC,ATL,1412,Weather,
2015,12,24,DAL,ATL,1520,Weather,
2015,12,24,SDF,ATL,1358,Weather,
2015,12,24,MDW,ATL,1530,Weather,
2015,12,24,STL,ATL,1510,Weather,
2015,12,24,PHL,ATL,1501,Weather,
2015,12,24,DEN,ATL,1735,Weather,
